title,id,release_year,main_character_name,main_character_gender,country,main_character_role
Lap Dance,tt2392385,2014,Omari Hardwick,Male,United States,cook
Tarzan,tt1705952,2013,Kellan Lutz,Male,United States,porter
Queen of the Desert,tt1837636,2015,Nicole Kidman,Female,United States,writer
13 Sins,tt2059171,2014,Mark Webber,Male,United States,salesman
Madame Bovary,tt2334733,2014,Mia Wasikowska,Female,United States,doctor
G.B.F.,tt2429074,2013,Michael J. Willett,Male,United States,tanner
Beyond the Lights,tt3125324,2014,Gugu Mbatha-Raw,Female,United States,superstar
Demonic,tt1841642,2015,Maria Bello,Female,United States,dr.
Dying of the Light,tt1274586,2014,Nicolas Cage,Male,United States,career
All Roads Lead to Rome,tt4119278,2015,Sarah Jessica Parker,Female,United States,teacher
Truth,tt3859076,2015,Cate Blanchett,Female,United States,producer
Teen Beach 2,tt3764966,2015,Ross Lynch,Male,United States,biker
Extraction,tt4382872,2015,Bruce Willis,Male,United States,turner
Morbius: The Living Vampire,tt4227392,2014,Adam Michaels,Male,United States,dr.
Dolphin Tale 2,tt2978462,2014,Harry Connick Jr.,Male,United States,dr.
Teacher of the Year,tt2076346,2014,Matt Letscher,Male,United States,teacher
The Program,tt3083008,2015,Ben Foster,Male,United States,journalist
I Am Michael,tt3713030,2015,James Franco,Male,United States,pastor
Baywatch,tt1469304,2017,Dwayne Johnson,Male,United States,lifeguard
Deadpool 2,tt5463162,2018,Ryan Reynolds,Male,United States,mercenary
Arrival,tt2543164,2016,Amy Adams,Female,United States,dr.
Wonder Woman,tt0451279,2017,Gal Gadot,Female,United States,warrior
Coco,tt2380307,2017,Anthony Gonzalez,Male,United States,musician
Molly's Game,tt4209788,2017,Jessica Chastain,Female,United States,skier
The Neon Demon,tt1974419,2016,Elle Fanning,Female,United States,model
Ghostbusters,tt1289401,2016,Zach Woods,Male,United States,tour guide
Sorry to Bother You,tt5688932,2018,LaKeith Stanfield,Male,United States,telemarketer
Mandy,tt6998518,2018,Nicolas Cage,Male,United States,miller
Red Sparrow,tt2873282,2018,Jennifer Lawrence,Female,United States,ballerina
The Favourite,tt5083738,2018,Olivia Colman,Female,United States,queen
The Babysitter,tt4225622,2017,Judah Lewis,Male,United States,sitter
Manchester by the Sea,tt4034228,2016,Casey Affleck,Male,United States,chandler
The Shallows,tt4052882,2016,Blake Lively,Female,United States,surfer
Bleed for This,tt1620935,2016,Miles Teller,Male,United States,boxer
BlacKkKlansman,tt7349662,2018,Alec Baldwin,Male,United States,dr.
Phantom Thread,tt5776858,2017,Vicky Krieps,Female,United States,muse
The Nightingale,tt4068576,2018,Aisling Franciosi,Female,United States,officer
"I, Tonya",tt5580036,2017,Margot Robbie,Female,United States,skater
The Founder,tt4276820,2016,Michael Keaton,Male,United States,salesman
The Big Sick,tt5462602,2017,Kumail Nanjiani,Male,United States,comedian
Death Note,tt1241317,2017,Nat Wolff,Male,United States,turner
Mary Poppins Returns,tt5028340,2018,Emily Blunt,Female,United States,nanny
Ghost in the Shell,tt1219827,2017,Scarlett Johansson,Female,United States,soldier
The Book of Henry,tt4572792,2017,Naomi Watts,Female,United States,carpenter
Dumplin',tt4878482,2018,Danielle Macdonald,Female,United States,queen
Gold,tt1800302,2016,Matthew McConaughey,Male,United States,geologist
The Girl in the Spider's Web,tt5177088,2018,Claire Foy,Female,United States,journalist
Money Monster,tt2241351,2016,George Clooney,Male,United States,producer
On the Basis of Sex,tt4669788,2018,Felicity Jones,Female,United States,career
Underworld: Blood Wars,tt3717252,2016,Kate Beckinsale,Female,United States,dealer
Sandy Wexler,tt5893332,2017,Adam Sandler,Male,United States,manager
A Ghost Story,tt6265828,2017,Casey Affleck,Male,United States,musician
Battle of the Sexes,tt4622512,2017,Emma Stone,Female,United States,king
Sea Change,tt5661770,2017,Emily Rudd,Female,United States,merchant
The Saint,tt2569088,2017,Adam Rayner,Male,United States,master
A Wrinkle in Time,tt1620680,2018,Storm Reid,Female,United States,scientist
The Happytime Murders,tt1308728,2018,Melissa McCarthy,Female,United States,detective
Action Point,tt6495770,2018,Johnny Knoxville,Male,United States,carver
Leatherface,tt2620590,2017,Stephen Dorff,Male,United States,ranger
Jeepers Creepers III,tt1139592,2017,Stan Shaw,Male,United States,sheriff
Winchester,tt1072748,2018,Helen Mirren,Female,United States,heiress
Free State of Jones,tt1124037,2016,Matthew McConaughey,Male,United States,knight
The Discovery,tt5155780,2017,Robert Redford,Male,United States,dr.
Detroit,tt5390504,2017,Chris Chalk,Male,United States,officer
Wild Rose,tt5117428,2018,Jessie Buckley,Female,United States,singer
My Little Pony: The Movie,tt4131800,2017,Uzo Aduba,Female,United States,queen
Whiskey Tango Foxtrot,tt3553442,2016,Tina Fey,Female,United States,barker
Christine,tt4666726,2016,Rebecca Hall,Female,United States,reporter
Victoria & Abdul,tt5816682,2017,Judi Dench,Female,United States,queen
211,tt4976192,2018,Nicolas Cage,Male,United States,chandler
Bully,tt5741008,2018,Tucker Albrizzi,Male,United States,professional boxer
Elvis & Nixon,tt2093991,2016,Michael Shannon,Male,United States,king
A-X-L,tt5709188,2018,Alex Neustaedter,Male,United States,companion
Chuck,tt1610525,2016,Liev Schreiber,Male,United States,boxer
A Body to Die For,tt8771590,2018,Sunny Mabrey,Female,United States,dr.
The Convenient Groom,tt5668196,2016,Vanessa Marcil,Female,United States,dr.
Army of One,tt4382824,2016,Nicolas Cage,Male,United States,construction worker
Our Kind of Traitor,tt1995390,2016,Carlos Acosta,Male,United States,dancer
Thunder Road,tt7738450,2018,Jim Cummings,Male,United States,officer
First They Killed My Father,tt4882376,2017,Sareum Srey Moch,Male,United States,author
Lightyear,tt10298810,2022,Chris Evans,Male,United States,ranger
The Unbearable Weight of Massive Talent,tt11291274,2022,Nicolas Cage,Male,United States,agent
Morbius,tt5108870,2022,Jared Leto,Male,United States,dr.
The Lost City,tt13320622,2022,Sandra Bullock,Female,United States,sage
The Adam Project,tt2463208,2022,Ryan Reynolds,Male,United States,fighter
Avatar: The Way of Water,tt1630029,2022,Michelle Yeoh,Female,United States,dr.
Don't Look Up,tt11286314,2021,Leonardo DiCaprio,Male,United States,dr.
Stillwater,tt10696896,2021,Matt Damon,Male,United States,baker
Buried in Barstow,tt16294738,2022,Angie Harmon,Female,United States,king
The Irishman,tt1302006,2019,Robert De Niro,Male,United States,hitman
All the Old Knives,tt3706352,2022,Goksin Erdemli,Male,United States,stewardess
Jumanji: The Next Level,tt7975244,2019,Dwayne Johnson,Male,United States,dr.
Ford v Ferrari,tt1950186,2019,Matt Damon,Male,United States,car designer
The Tomorrow War,tt9777666,2021,Chris Pratt,Male,United States,forester
Aladdin,tt6139732,2019,Will Smith,Male,United States,mariner
Respect,tt2452150,2021,Jennifer Hudson,Female,United States,career
Raya and the Last Dragon,tt5109280,2021,Kelly Marie Tran,Female,United States,warrior
The Peanut Butter Falcon,tt4364194,2019,Zack Gottsagen,Male,United States,wrestler
Hitman's Wife's Bodyguard,tt8385148,2021,Ryan Reynolds,Male,United States,bodyguard
Home Team,tt14592064,2022,Kevin James,Male,United States,head coach
Soul,tt2948372,2020,Jamie Foxx,Male,United States,gardner
A Beautiful Day in the Neighborhood,tt3224458,2019,Tom Hanks,Male,United States,journalist
The Eyes of Tammy Faye,tt9115530,2021,Jessica Chastain,Female,United States,televangelist
Marriage Story,tt7653254,2019,Adam Driver,Male,United States,barber
Rumble,tt8337158,2021,Geraldine Viswanathan,Female,United States,superstar
Long Shot,tt2139881,2019,Charlize Theron,Female,United States,journalist
Pokémon: Detective Pikachu,tt5884052,2019,Ryan Reynolds,Male,United States,detective
Color Out of Space,tt5073642,2019,Nicolas Cage,Male,United States,gardner
The Cursed,tt9907782,2021,Boyd Holbrook,Male,United States,pathologist
Godzilla: King of the Monsters,tt3741700,2019,Kyle Chandler,Male,United States,dr.
The Survivor,tt9242528,2021,Ben Foster,Male,United States,boxer
Greyhound,tt6048922,2020,Tom Hanks,Male,United States,commander
Bad Boys for Life,tt1502397,2020,Will Smith,Male,United States,detective
Trolls 2: World Tour,tt6587640,2020,Anna Kendrick,Female,United States,queen
The Empty Man,tt5867314,2020,James Badge Dale,Male,United States,detective
Dolittle,tt6673612,2020,Robert Downey Jr.,Male,United States,dr.
Cheaper by the Dozen,tt6705162,2022,Gabrielle Union,Female,United States,baker
Freaky,tt10919380,2020,Vince Vaughn,Male,United States,butcher
Zola,tt5439812,2020,Taylour Paige,Female,United States,stripper
Richard Jewell,tt3513548,2019,Paul Walter Hauser,Male,United States,security guard
The Art of Racing in the Rain,tt1478839,2019,Kevin Costner,Male,United States,driver
WarHunt,tt6442686,2022,Robert Knepper,Male,United States,brewer
Judy,tt7549996,2019,Renée Zellweger,Female,United States,performer
Brazen,tt13978306,2022,Alyssa Milano,Female,United States,miller
Moriah's Lighthouse,tt19951082,2022,Rachelle Lefevre,Female,United States,artisan
Turbo Cola,tt14186678,2022,Nicholas Stoesser,Male,United States,extra
The Midnight Sky,tt10539608,2020,George Clooney,Male,United States,scientist
Falling Inn Love,tt9860728,2019,Christina Milian,Female,United States,contractor
Swan Song,tt13207508,2021,Mahershala Ali,Male,United States,turner
The Devil's Light,tt9271672,2022,Virginia Madsen,Female,United States,dr.
Serenity,tt6476140,2019,Matthew McConaughey,Male,United States,baker
Swallow,tt8372298,2019,Haley Bennett,Female,United States,hunter
Lucy in the Sky,tt4682804,2019,Natalie Portman,Female,United States,astronaut
Spellbound,tt7215232,2022,Nicole Kidman,Female,United States,queen
The Comeback Trail,tt5420210,2020,Robert De Niro,Male,United States,barber
Good on Paper,tt8231668,2021,Iliza Shlesinger,Female,United States,singer
Gasoline Alley,tt14174168,2022,Bruce Willis,Male,United States,detective
Never Rarely Sometimes Always,tt7772582,2020,Eliazar Jimenez,Male,United States,impersonator
