title,id,release_year,main_character_name,main_character_gender,country,main_character_role
Salaam Bombay!,tt0096028,1988,Shafiq Syed,Male,United Kingdom,pusher
Five Corners,tt0093029,1987,Jodie Foster,Female,United Kingdom,sharpshooter
Made in Britain,tt0084287,1982,Tim Roth,Male,United Kingdom,social worker
Metroland,tt0119665,1997,Christian Bale,Male,United Kingdom,poet
The MatchMaker,tt0119632,1997,Janeane Garofalo,Female,United Kingdom,assistant
Carrington,tt0112637,1995,Emma Thompson,Female,United Kingdom,writer
Amateur,tt0109093,1994,Isabelle Huppert,Female,United Kingdom,writer
The Last of England,tt0093393,1987,Tilda Swinton,Female,United Kingdom,maid
The Very Thought of You,tt0120747,1998,Monica Potter,Female,United Kingdom,dead-end job
Splendor,tt0127296,1999,Kathleen Robertson,Female,United Kingdom,writer
Personal Services,tt0093727,1987,Julie Walters,Female,United Kingdom,painter
Uncovered,tt0111549,1994,Kate Beckinsale,Female,United Kingdom,restorer
Stormy Monday,tt0096180,1988,Melanie Griffith,Female,United Kingdom,prostitute
The Rainbow,tt0098165,1989,Sammi Davis,Female,United Kingdom,farmer
Prick Up Your Ears,tt0093776,1987,Gary Oldman,Male,United Kingdom,biographer
Everybody Wins,tt0099520,1990,Debra Winger,Female,United Kingdom,private investigator
Prospero's Books,tt0102722,1991,John Gielgud,Male,United Kingdom,magician
The Advocate,tt0107146,1993,Colin Firth,Male,United Kingdom,lawyer
Breaking Glass,tt0080469,1980,Phil Daniels,Male,United Kingdom,promoter
Underworld,tt0090233,1985,Denholm Elliott,Male,United Kingdom,dr.
The Secret Agent,tt0117582,1996,Bob Hoskins,Male,United Kingdom,agent
I Bought a Vampire Motorcycle,tt0097550,1990,Neil Morrissey,Male,United Kingdom,dealer
A Month in the Country,tt0093562,1987,Colin Firth,Male,United Kingdom,archaeologist
North Sea Hijack,tt0081809,1980,Roger Moore,Male,United Kingdom,consultant
The Sender,tt0084658,1982,Kathryn Harrold,Female,United Kingdom,farmer
Blackadder Back & Forth,tt0212579,1999,Rowan Atkinson,Male,United Kingdom,queen
Plenty,tt0089816,1985,Meryl Streep,Female,United Kingdom,courier
Cal,tt0087019,1984,Helen Mirren,Female,United Kingdom,librarian
Swept from the Sea,tt0120257,1997,Rachel Weisz,Female,United Kingdom,servant
Love Is the Devil: Study for a Portrait of Francis Bacon,tt0119577,1998,Derek Jacobi,Male,United Kingdom,painter
Shooting Fish,tt0120122,1997,Rowena Cooper,Female,United Kingdom,teacher
Ethan Frome,tt0106833,1993,Liam Neeson,Male,United Kingdom,pastor
Career Girls,tt0118818,1997,Katrin Cartlidge,Female,United Kingdom,restaurant
Jack & Sarah,tt0113448,1995,Richard E. Grant,Male,United Kingdom,nanny
Captives,tt0109374,1994,Julia Ormond,Female,United Kingdom,dentist
The Black Velvet Gown,tt0106422,1991,Bob Peck,Male,United Kingdom,miller
Women Talking Dirty,tt0180316,1999,Helena Bonham Carter,Female,United Kingdom,coach
When Saturday Comes,tt0114917,1996,Sean Bean,Male,United Kingdom,worker
Prime Suspect: Inner Circles,tt0114180,1995,Helen Mirren,Female,United Kingdom,superintendent
Jamaica Inn,tt0089363,1983,Jane Seymour,Female,United Kingdom,coach
Quartet,tt0082964,1981,Isabelle Adjani,Female,United Kingdom,dealer
My Name Is Joe,tt0151691,1998,Peter Mullan,Male,United Kingdom,worker
Mute Witness,tt0110604,1995,Marina Zudina,Female,United Kingdom,artist
Scorchers,tt0102861,1991,Faye Dunaway,Female,United Kingdom,prostitute
The Serpent's Kiss,tt0120100,1997,Ewan McGregor,Male,United Kingdom,ironmonger
Hussy,tt0080908,1980,Helen Mirren,Female,United Kingdom,technician
Salome's Last Dance,tt0096029,1988,Glenda Jackson,Female,United Kingdom,king
The Hunchback of Notre Dame,tt0084100,1982,Anthony Hopkins,Male,United Kingdom,dancer
Dream Demon,tt0095063,1988,Jemma Redgrave,Female,United Kingdom,therapist
Cousin Bette,tt0118894,1998,Geraldine Chaplin,Female,United Kingdom,matron
Hidden Agenda,tt0099768,1990,Frances McDormand,Female,United Kingdom,assistant
The Good Father,tt0093103,1985,Anthony Hopkins,Male,United Kingdom,hooper
Carry on Columbus,tt0103927,1992,Jim Dale,Male,United Kingdom,king
Vincent & Theo,tt0100873,1990,Tim Roth,Male,United Kingdom,artist
Mad Dogs and Englishmen,tt0111151,1995,Elizabeth Hurley,Female,United Kingdom,dyer
Dallas Doll,tt0109526,1994,Sandra Bernhard,Female,United Kingdom,consultant
Zero Patience,tt0108649,1993,John Robinson,Male,United Kingdom,sexologist
The Land Girls,tt0119494,1998,Catherine McCormack,Female,United Kingdom,hairdresser
Sankofa,tt0108041,1993,Kofi Ghanaba,Male,United Kingdom,drummer
The Dark Knight,tt0468569,2008,Christian Bale,Male,United Kingdom,vigilante
Casino Royale,tt0381061,2006,Daniel Craig,Male,United Kingdom,agent
The Prestige,tt0482571,2006,Hugh Jackman,Male,United Kingdom,cutter
Batman Begins,tt0372784,2005,Christian Bale,Male,United Kingdom,manor
Harry Potter and the Chamber of Secrets,tt0295297,2002,Daniel Radcliffe,Male,United Kingdom,potter
Harry Potter and the Prisoner of Azkaban,tt0304141,2004,Daniel Radcliffe,Male,United Kingdom,potter
Snatch,tt0208092,2000,Ade,Male,United Kingdom,driver
Kingdom of Heaven,tt0320661,2005,Martin Hancock,Male,United Kingdom,gravedigger
Harry Potter and the Order of the Phoenix,tt0373889,2007,Daniel Radcliffe,Male,United Kingdom,potter
Mamma Mia!,tt0795421,2008,Amanda Seyfried,Female,United Kingdom,bachelor
Taken,tt0936501,2008,Liam Neeson,Male,United Kingdom,officer
Thirteen,tt0328538,2003,Nikki Reed,Female,United Kingdom,grade
Harry Potter and the Half-Blood Prince,tt0417741,2009,Daniel Radcliffe,Male,United Kingdom,potter
Chocolat,tt0241303,2000,Alfred Molina,Male,United Kingdom,mayor
28 Days Later...,tt0289043,2002,Alex Palmer,Male,United Kingdom,activist
Hot Fuzz,tt0425112,2007,Simon Pegg,Male,United Kingdom,officer
Shaun of the Dead,tt0365748,2004,Simon Pegg,Male,United Kingdom,salesman
The Princess Diaries,tt0247638,2001,Julie Andrews,Female,United Kingdom,queen
The Phantom of the Opera,tt0293508,2004,Gerard Butler,Male,United Kingdom,auctioneer
Stardust,tt0486655,2007,Ian McKellen,Male,United Kingdom,narrator
Hannibal,tt0212985,2001,Anthony Hopkins,Male,United Kingdom,dr.
The Machinist,tt0361862,2004,Christian Bale,Male,United Kingdom,machinist
Cashback,tt0460740,2006,Michelle Ryan,Female,United Kingdom,extra
Across the Universe,tt0445922,2007,Evan Rachel Wood,Female,United Kingdom,activist
Birth,tt0337876,2004,Nicole Kidman,Female,United Kingdom,doctor
The Constant Gardener,tt0387131,2005,Ralph Fiennes,Male,United Kingdom,diplomat
Underworld,tt0320691,2003,Kate Beckinsale,Female,United Kingdom,warrior
X-Men Origins: Wolverine,tt0458525,2009,Hugh Jackman,Male,United Kingdom,groundskeeper
Terminator Salvation,tt0438488,2009,Christian Bale,Male,United Kingdom,model
Resident Evil: Apocalypse,tt0318627,2004,Milla Jovovich,Female,United Kingdom,activist
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,tt0443453,2006,Sacha Baron Cohen,Male,United Kingdom,reporter
28 Weeks Later,tt0463854,2007,Robert Carlyle,Male,United Kingdom,carrier
The Boy in the Striped Pajamas,tt0914798,2008,Asa Butterfield,Male,United Kingdom,commandant
Triangle,tt1187064,2009,Melissa George,Female,United Kingdom,shooter
The Imaginarium of Doctor Parnassus,tt1054606,2009,Andrew Garfield,Male,United Kingdom,barker
Layer Cake,tt0375912,2004,Daniel Craig,Male,United Kingdom,distributor
Bend It Like Beckham,tt0286499,2002,Parminder Nagra,Female,United Kingdom,newspaper
RocknRolla,tt1032755,2008,Gerard Butler,Male,United Kingdom,driver
The League of Extraordinary Gentlemen,tt0311429,2003,Sean Connery,Male,United Kingdom,hunter
Domino,tt0421054,2005,Keira Knightley,Female,United Kingdom,bounty hunter
Nanny McPhee,tt0396752,2005,Emma Thompson,Female,United Kingdom,nanny
Lara Croft: Tomb Raider,tt0146316,2001,Angelina Jolie,Female,United Kingdom,manor
A Good Year,tt0401445,2006,Freddie Highmore,Male,United Kingdom,skinner
The Chronicles of Narnia: Prince Caspian,tt0499448,2008,Ben Barnes,Male,United Kingdom,king
The Queen,tt0436697,2006,Helen Mirren,Female,United Kingdom,queen
Billy Elliot,tt0249462,2000,Jamie Bell,Male,United Kingdom,dancer
Eden Lake,tt1020530,2008,Kelly Reilly,Female,United Kingdom,nursery school teacher
The Interpreter,tt0373926,2005,Nicole Kidman,Female,United Kingdom,interpreter
Ella Enchanted,tt0327679,2004,Anne Hathaway,Female,United Kingdom,lawyer
Bronson,tt1172570,2008,Tom Hardy,Male,United Kingdom,mate
9 Songs,tt0411705,2004,Kieran O'Brien,Male,United Kingdom,scientist
Funny Games,tt0808279,2007,Naomi Watts,Female,United Kingdom,prayer
Ghost World,tt0162346,2001,Thora Birch,Female,United Kingdom,artist
Revolver,tt0365686,2005,Jason Statham,Male,United Kingdom,gambler
The Duchess,tt0864761,2008,Keira Knightley,Female,United Kingdom,career
The Young Victoria,tt0962736,2009,Emily Blunt,Female,United Kingdom,queen
Eragon,tt0449010,2006,Ed Speleers,Male,United Kingdom,rider
This Is England,tt0480025,2006,Thomas Turgoose,Male,United Kingdom,shopkeeper
Taking Lives,tt0364045,2004,Angelina Jolie,Female,United Kingdom,inspector
Johnny English,tt0274166,2003,Rowan Atkinson,Male,United Kingdom,spy
Notes on a Scandal,tt0465551,2006,Judi Dench,Female,United Kingdom,history teacher
Girl with a Pearl Earring,tt0335119,2003,Colin Firth,Male,United Kingdom,painter
An Education,tt1174732,2009,Carey Mulligan,Female,United Kingdom,restaurant
Death Race,tt0452608,2008,Jason Statham,Male,United Kingdom,worker
Captain Corelli's Mandolin,tt0238112,2001,Penélope Cruz,Female,United Kingdom,doctor
The Fourth Kind,tt1220198,2009,Milla Jovovich,Female,United Kingdom,responsible
Swimming Pool,tt0324133,2003,Charlotte Rampling,Female,United Kingdom,author
The Man Who Cried,tt0206917,2000,Christina Ricci,Female,United Kingdom,officer
The Falklands Play,tt0315579,2002,Patricia Hodge,Female,United Kingdom,minister
In the Loop,tt1226774,2009,Peter Capaldi,Male,United Kingdom,director
Black Book,tt0389557,2006,Carice van Houten,Female,United Kingdom,singer
The Wedding Date,tt0372532,2005,Debra Messing,Female,United Kingdom,maid
Fish Tank,tt1232776,2009,Katie Jarvis,Female,United Kingdom,social worker
The Life of David Gale,tt0289992,2003,Kate Winslet,Female,United Kingdom,lawyer
Killing Me Softly,tt0250468,2002,Heather Graham,Female,United Kingdom,journalist
The Hole,tt0242527,2001,Thora Birch,Female,United Kingdom,psychiatrist
Lara Croft Tomb Raider: The Cradle of Life,tt0325703,2003,Angelina Jolie,Female,United Kingdom,mercenary
Sky Captain and the World of Tomorrow,tt0346156,2004,Gwyneth Paltrow,Female,United Kingdom,reporter
Nowhere Boy,tt1266029,2009,Aaron Taylor-Johnson,Male,United Kingdom,absentee
Transporter 3,tt1129442,2008,Jason Statham,Male,United Kingdom,official
Persuasion,tt0844330,2007,Sally Hawkins,Female,United Kingdom,naval officer
Seed of Chucky,tt0387575,2004,Jennifer Tilly,Female,United Kingdom,technician
Control,tt0421082,2007,Sam Riley,Male,United Kingdom,singer
Ali G Indahouse,tt0284837,2002,Sacha Baron Cohen,Male,United Kingdom,minister
"Angus, Thongs and Perfect Snogging",tt0963743,2008,Georgia Groome,Female,United Kingdom,builder
Brideshead Revisited,tt0412536,2008,Matthew Goode,Male,United Kingdom,artist
Brüno,tt0889583,2009,Sacha Baron Cohen,Male,United Kingdom,reporter
Arthur and the Invisibles,tt0344854,2006,Freddie Highmore,Male,United Kingdom,developer
The Last Legion,tt0462396,2007,Colin Firth,Male,United Kingdom,agent
Hunger,tt0986233,2008,Stuart Graham,Male,United Kingdom,officer
24 Hour Party People,tt0274309,2002,Steve Coogan,Male,United Kingdom,television presenter
In Her Shoes,tt0388125,2005,Cameron Diaz,Female,United Kingdom,lawyer
The Kite Runner,tt0419887,2007,Khalid Abdalla,Male,United Kingdom,writer
Severance,tt0464196,2006,Toby Stephens,Male,United Kingdom,bus driver
Miss Potter,tt0482546,2006,Renée Zellweger,Female,United Kingdom,potter
Scenes of a Sexual Nature,tt0475380,2006,Holly Aird,Female,United Kingdom,sheriff
Miss Pettigrew Lives for a Day,tt0970468,2008,Amy Adams,Female,United Kingdom,singer
Rise of the Footsoldier,tt0901507,2007,Ricci Harnett,Male,United Kingdom,career
Eros,tt0343663,2004,Gong Li,Female,United Kingdom,assistant
Bright Star,tt0810784,2009,Abbie Cornish,Female,United Kingdom,poet
Tideland,tt0410764,2005,Jodelle Ferland,Female,United Kingdom,passenger
Asylum,tt0348505,2005,Natasha Richardson,Female,United Kingdom,psychiatrist
Red Riding: The Year of Our Lord 1974,tt1259574,2009,Andrew Garfield,Male,United Kingdom,journalist
Cashback,tt0409799,2004,Sean Biggerstaff,Male,United Kingdom,extra
Bloody Sunday,tt0280491,2002,James Nesbitt,Male,United Kingdom,organiser
I Capture the Castle,tt0300015,2003,Romola Garai,Female,United Kingdom,chef
Kevin & Perry Go Large,tt0205177,2000,Harry Enfield,Male,United Kingdom,executioner
Happy-Go-Lucky,tt1045670,2008,Sally Hawkins,Female,United Kingdom,teacher
Scoop,tt0457513,2006,Jim Dunk,Male,United Kingdom,speaker
The Disappearance of Alice Creed,tt1379177,2009,Martin Compston,Male,United Kingdom,passenger
Wind Chill,tt0486051,2007,Emily Blunt,Female,United Kingdom,clerk
Flawless,tt0780516,2007,Demi Moore,Female,United Kingdom,restaurant
Keeping Mum,tt0444653,2005,Rowan Atkinson,Male,United Kingdom,vicar
The Football Factory,tt0385705,2004,Danny Dyer,Male,United Kingdom,ornithologist
Hallam Foe,tt0466816,2007,Jamie Bell,Male,United Kingdom,responsible
If Only,tt0332136,2004,Jennifer Love Hewitt,Female,United Kingdom,musician
In America,tt0298845,2002,Paddy Considine,Male,United Kingdom,actor
The Wackness,tt1082886,2008,Ben Kingsley,Male,United Kingdom,dr.
Dirty Pretty Things,tt0301199,2002,Chiwetel Ejiofor,Male,United Kingdom,employee
Cracks,tt1183665,2009,Eva Green,Female,United Kingdom,diving instructor
Beowulf & Grendel,tt0402057,2005,Hringur Ingvarsson,Male,United Kingdom,king
Creation,tt0974014,2009,Paul Bettany,Male,United Kingdom,naturalist
Saving Grace,tt0195234,2000,Brenda Blethyn,Female,United Kingdom,gardener
As You Like It,tt0450972,2006,Takuya Shimada,Male,United Kingdom,geisha
Vera Drake,tt0383694,2004,Imelda Staunton,Female,United Kingdom,cleaner
Valiant,tt0361089,2005,Ewan McGregor,Male,United Kingdom,intellectual
Dear Frankie,tt0377752,2004,Emily Mortimer,Female,United Kingdom,mate
The Magdalene Sisters,tt0318411,2002,Geraldine McEwan,Female,United Kingdom,prayer
Blood Creek,tt0450336,2009,Henry Cavill,Male,United Kingdom,paramedic
All or Nothing,tt0286261,2002,Alison Garland,Female,United Kingdom,cashier
It's All Gone Pete Tong,tt0388139,2004,Paul Kaye,Male,United Kingdom,music producer
The Other Man,tt0974613,2008,Laura Linney,Female,United Kingdom,designer
Blood and Chocolate,tt0397044,2007,Agnes Bruckner,Female,United Kingdom,mate
Immortal,tt0314063,2004,Linda Hardy,Female,United Kingdom,turner
The Firm,tt1313113,2009,Paul Anderson,Male,United Kingdom,leader
Gardens of the Night,tt0833960,2008,Gillian Jacobs,Female,United Kingdom,counselor
The Business,tt0429715,2005,Danny Dyer,Male,United Kingdom,driver
Head in the Clouds,tt0338097,2004,Charlize Theron,Female,United Kingdom,teller
Ripley's Game,tt0265651,2002,Ray Winstone,Male,United Kingdom,customer
Mirrormask,tt0366780,2005,Stephanie Leonidas,Female,United Kingdom,performer
The Black Hole,tt1430144,2008,Napoleon Ryan,Male,United Kingdom,journalist
Closing the Ring,tt0488380,2007,Shirley MacLaine,Female,United Kingdom,farmer
Henry VIII,tt0382737,2003,Ray Winstone,Male,United Kingdom,king
Confetti,tt0427089,2006,Martin Freeman,Male,United Kingdom,musician
Warrior Queen,tt0338806,2003,Alex Kingston,Female,United Kingdom,queen
Silk,tt0494834,2007,Sei Ashina,Female,United Kingdom,servant
From Time to Time,tt1031241,2009,Alex Etel,Male,United Kingdom,soldier
The Musketeer,tt0246544,2001,Catherine Deneuve,Female,United Kingdom,queen
Red Road,tt0471030,2006,Kate Dickie,Female,United Kingdom,operator
Glorious 39,tt1319694,2009,Romola Garai,Female,United Kingdom,actress
Fragile,tt0422272,2005,Calista Flockhart,Female,United Kingdom,operations manager
House of 9,tt0395585,2005,Kelly Brook,Female,United Kingdom,dancer
Enduring Love,tt0375735,2004,Daniel Craig,Male,United Kingdom,rescuer
Kidulthood,tt0435680,2006,Aml Ameen,Male,United Kingdom,customer
Red Riding: The Year of Our Lord 1983,tt1259573,2009,David Morrissey,Male,United Kingdom,solicitor
Veronica Guerin,tt0312549,2003,Cate Blanchett,Female,United Kingdom,responsible
Shrooms,tt0492486,2007,Lindsey Haun,Female,United Kingdom,resident
The Cottage,tt0465430,2008,Andy Serkis,Male,United Kingdom,hairdresser
Possession,tt0256276,2002,Gwyneth Paltrow,Female,United Kingdom,literary
The Soul Keeper,tt0349995,2002,Iain Glen,Male,United Kingdom,dr.
Incendiary,tt0984200,2008,Michelle Williams,Female,United Kingdom,reporter
The Girl in the Café,tt0443518,2005,Bill Nighy,Male,United Kingdom,civil servant
Half Light,tt0412798,2006,Demi Moore,Female,United Kingdom,novelist
Telstar: The Joe Meek Story,tt1068669,2008,Con O'Neill,Male,United Kingdom,producer
The Mistress of Spices,tt0407998,2005,Aishwarya Rai Bachchan,Female,United Kingdom,shopkeeper
Closure,tt0480011,2007,Danny Dyer,Male,United Kingdom,technician
The Guru,tt0280720,2002,Jimi Mistry,Male,United Kingdom,teacher
Spider-Plant Man,tt0460946,2005,Rowan Atkinson,Male,United Kingdom,photographer
Nora,tt0158033,2000,Susan Lynch,Female,United Kingdom,maid
Einstein and Eddington,tt0995036,2008,David Tennant,Male,United Kingdom,physicist
Nativity!,tt1242447,2009,Martin Freeman,Male,United Kingdom,teacher
Sparkling Cyanide,tt0382310,2003,Pauline Collins,Female,United Kingdom,dr.
Then She Found Me,tt0455805,2007,Helen Hunt,Female,United Kingdom,elementary school teacher
The Coen Brothers,tt1272007,2000,Neil Pearson,Male,United Kingdom,narrator
Blackball,tt0337879,2003,Paul Kaye,Male,United Kingdom,painter
Doc Martin,tt0365130,2001,Martin Clunes,Male,United Kingdom,doctor
The 39 Steps,tt1282016,2008,Rupert Penry-Jones,Male,United Kingdom,engineer
Beautiful,tt0210567,2000,Minnie Driver,Female,United Kingdom,extra
Whisper,tt0435528,2007,Jennifer Shirley,Male,United Kingdom,nanny
He Kills Coppers,tt1094248,2008,Mel Raido,Male,United Kingdom,porter
The Great Gatsby,tt0210719,2000,Mira Sorvino,Female,United Kingdom,broker
Dungeons & Dragons: Wrath of the Dragon God,tt0406728,2005,Bruce Payne,Male,United Kingdom,master
The Grey Man,tt0934452,2007,Daniel Ryan,Male,United Kingdom,manager
Longitude,tt0192263,2000,Jeremy Irons,Male,United Kingdom,clockmaker
44 Inch Chest,tt0914837,2009,Ray Winstone,Male,United Kingdom,salesman
The Commander,tt0354468,2003,Amanda Burton,Female,United Kingdom,commander
The Principles of Lust,tt0301744,2003,Alec Newman,Male,United Kingdom,writer
War Bride,tt0244297,2001,Anna Friel,Female,United Kingdom,soldier
Tristram Shandy,tt0423409,2005,Steve Coogan,Male,United Kingdom,director
Bernard and Doris,tt0470732,2006,Susan Sarandon,Female,United Kingdom,butler
Lassie,tt0431213,2005,Peter O'Toole,Male,United Kingdom,miner
The Other Boleyn Girl,tt0357392,2003,Natascha McElhone,Female,United Kingdom,king
The Lancaster at War,tt7642152,2009,Struan Rodger,Male,United Kingdom,narrator
Separate Lies,tt0369053,2005,Tom Wilkinson,Male,United Kingdom,solicitor
Angel,tt0783767,2007,Romola Garai,Female,United Kingdom,publisher
Dracula,tt0847161,2006,David Suchet,Male,United Kingdom,professor
The Baker,tt0783234,2007,Damian Lewis,Male,United Kingdom,conspiracy theorist
Fifty Dead Men Walking,tt1097643,2008,Ben Kingsley,Male,United Kingdom,agent
Solid Geometry,tt0343014,2002,Ewan McGregor,Male,United Kingdom,executive
Rory O'Shea Was Here,tt0417791,2004,Steven Robertson,Male,United Kingdom,resident
Complicity,tt0188518,2000,Jonny Lee Miller,Male,United Kingdom,journalist
Goodbye Bafana,tt0438859,2007,Joseph Fiennes,Male,United Kingdom,censor
The Martins,tt0253827,2001,Lee Evans,Male,United Kingdom,teacher
In a Dark Place,tt0460435,2006,Leelee Sobieski,Female,United Kingdom,teacher
The Broken,tt0906734,2008,Lena Headey,Female,United Kingdom,radiologist
Magicians,tt0841027,2007,Robert Webb,Male,United Kingdom,assistant
Mr In-Between,tt0280962,2001,Andrew Howard,Male,United Kingdom,hitman
To Kill a King,tt0302436,2003,Tim Roth,Male,United Kingdom,king
X-Rated Ambition: The Traci Lords Story,tt0989104,2003,Jo Unwin,Male,United Kingdom,narrator
Heidi,tt0439197,2005,Emma Bolger,Female,United Kingdom,maid
The Dark Knight Rises,tt1345836,2012,Christian Bale,Male,United Kingdom,commissioner
Harry Potter and the Deathly Hallows: Part 1,tt0926084,2010,Bill Nighy,Male,United Kingdom,minister
Prometheus,tt1446714,2012,Noomi Rapace,Female,United Kingdom,dr.
Skyfall,tt1074638,2012,Daniel Craig,Male,United Kingdom,mercenary
Kick-Ass,tt1250777,2010,Aaron Taylor-Johnson,Male,United Kingdom,entertainer
We Need to Talk About Kevin,tt1242460,2011,Tilda Swinton,Female,United Kingdom,writer
The Ghost Writer,tt1139328,2010,Ewan McGregor,Male,United Kingdom,ghostwriter
No Strings Attached,tt1411238,2011,Natalie Portman,Female,United Kingdom,assistant
The King's Speech,tt1504320,2010,Colin Firth,Male,United Kingdom,king
Immortals,tt1253864,2011,Henry Cavill,Male,United Kingdom,king
One Day,tt1563738,2011,Anne Hathaway,Female,United Kingdom,writer
A Dangerous Method,tt1571222,2011,Keira Knightley,Female,United Kingdom,doctor
Snow White and the Huntsman,tt1735898,2012,Kristen Stewart,Female,United Kingdom,queen
Rise of the Planet of the Apes,tt1318514,2011,Andy Serkis,Male,United Kingdom,guard
The Vow,tt1606389,2012,Rachel McAdams,Female,United Kingdom,doctor
The A-Team,tt0429493,2010,Liam Neeson,Male,United Kingdom,ranger
Iron Sky,tt1034314,2012,Julia Dietze,Female,United Kingdom,mate
Unknown,tt1401152,2011,Liam Neeson,Male,United Kingdom,dr.
Taken 2,tt1397280,2012,Liam Neeson,Male,United Kingdom,official
The Adventures of Tintin,tt0983193,2011,Jamie Bell,Male,United Kingdom,reporter
The Woman in Black,tt1596365,2012,Emma Shorey,Male,United Kingdom,fisher
Hanna,tt0993842,2011,Saoirse Ronan,Female,United Kingdom,agent
On the Road,tt0337692,2012,Sam Riley,Male,United Kingdom,writer
Colombiana,tt1657507,2011,Zoe Saldana,Female,United Kingdom,agent
Perfect Sense,tt1439572,2011,Eva Green,Female,United Kingdom,restaurant
The Best Exotic Marigold Hotel,tt1412386,2011,Judi Dench,Female,United Kingdom,housekeeper
My Week with Marilyn,tt1655420,2011,Michelle Williams,Female,United Kingdom,employee
Black Death,tt1181791,2010,Sean Bean,Male,United Kingdom,guide
Page Eight,tt1797469,2011,Bill Nighy,Male,United Kingdom,officer
Blitz,tt1297919,2011,Jason Statham,Male,United Kingdom,detective
Attack the Block,tt1478964,2011,Jodie Whittaker,Female,United Kingdom,leader
No One Lives,tt1763264,2012,Luke Evans,Male,United Kingdom,driver
Kill List,tt1788391,2011,Neil Maskell,Male,United Kingdom,archivist
Killer Elite,tt1448755,2011,Jason Statham,Male,United Kingdom,hunter
Byzantium,tt1531901,2012,Saoirse Ronan,Female,United Kingdom,restaurant
Hitchcock,tt0975645,2012,Anthony Hopkins,Male,United Kingdom,commercial
Retreat,tt1410051,2011,Thandiwe Newton,Female,United Kingdom,journalist
Tamara Drewe,tt1486190,2010,Gemma Arterton,Female,United Kingdom,journalist
The Iron Lady,tt1007029,2011,Meryl Streep,Female,United Kingdom,minister
The Debt,tt1226753,2010,Helen Mirren,Female,United Kingdom,singer
Bel Ami,tt1440732,2012,Robert Pattinson,Male,United Kingdom,clerk
Coriolanus,tt1372686,2011,Gerard Butler,Male,United Kingdom,commander
The Scapegoat,tt2084977,2012,Matthew Rhys,Male,United Kingdom,teacher
Hysteria,tt1435513,2011,Hugh Dancy,Male,United Kingdom,dr.
The Resident,tt1334102,2011,Hilary Swank,Female,United Kingdom,dr.
Love's Kitchen,tt1519663,2011,Dougray Scott,Male,United Kingdom,chef
The Seasoning House,tt1555093,2012,Rosie Day,Female,United Kingdom,military personnel
Albert Nobbs,tt1602098,2011,Glenn Close,Female,United Kingdom,butler
Tyrannosaur,tt1204340,2011,Peter Mullan,Male,United Kingdom,worker
Sightseers,tt2023690,2012,Alice Lowe,Female,United Kingdom,writer
Lay the Favorite,tt1132449,2012,Rebecca Hall,Female,United Kingdom,writer
Lore,tt1996310,2012,Saskia Rosendahl,Female,United Kingdom,dresser
Christopher and His Kind,tt1651062,2011,Matt Smith,Male,United Kingdom,author
Chalet Girl,tt1487118,2011,Miquita Oliver,Male,United Kingdom,presenter
The Angels' Share,tt1924394,2012,Paul Brannigan,Male,United Kingdom,tour guide
Secret of the Wings,tt1217213,2012,Mae Whitman,Female,United Kingdom,tinker
Treasure Island,tt1820723,2012,Eddie Izzard,Male,United Kingdom,cook
Strippers vs Werewolves,tt1702009,2012,Adele Silva,Female,United Kingdom,dancer
Dark Tide,tt1507563,2012,Halle Berry,Female,United Kingdom,diver
Much Ado About Nothing,tt5569310,2011,Tom Bateman,Male,United Kingdom,messenger
Berberian Sound Studio,tt1833844,2012,Toby Jones,Male,United Kingdom,engineer
The Night Watch,tt1789074,2011,Jenna Augen,Male,United Kingdom,knight
The Liability,tt2081437,2012,Talulah Riley,Female,United Kingdom,passenger
Panic Button,tt1727358,2011,Scarlett Alice Johnson,Female,United Kingdom,turner
StreetDance 3D,tt1447972,2010,Nichola Burley,Female,United Kingdom,leader
A Fantastic Fear of Everything,tt2006040,2012,Simon Pegg,Male,United Kingdom,agent
Shell,tt2088893,2012,Chloe Pirrie,Female,United Kingdom,customer
Just Like a Woman,tt1855236,2012,Sienna Miller,Female,United Kingdom,secretary
Oranges and Sunshine,tt1438216,2010,Emily Watson,Female,United Kingdom,social worker
Room on the Broom,tt2484120,2012,Simon Pegg,Male,United Kingdom,narrator
Cleanskin,tt1598873,2012,Sean Bean,Male,United Kingdom,secret service agent
Dripping in Chocolate,tt2106403,2012,Louise Lombard,Female,United Kingdom,detective
The Wicker Tree,tt0323808,2011,Brittania Nicol,Male,United Kingdom,singer
Interview with a Hitman,tt2061712,2012,Luke Goss,Male,United Kingdom,filmmaker
Sir Billi,tt0851471,2012,Ford Kiernan,Male,United Kingdom,officer
The Song of Lunch,tt1686812,2010,Alan Rickman,Male,United Kingdom,publisher
Third Star,tt1510906,2010,Tom Burke,Male,United Kingdom,responsible
Burning Man,tt1570559,2011,Matthew Goode,Male,United Kingdom,restaurant
The Girl,tt2132485,2012,Sienna Miller,Female,United Kingdom,filmmaker
Hunky Dory,tt1727300,2011,Minnie Driver,Female,United Kingdom,drama teacher
Brighton Rock,tt1233192,2010,Sam Riley,Male,United Kingdom,leader
Wreckers,tt1650028,2011,Claire Foy,Female,United Kingdom,doctor
Trishna,tt1836987,2011,Freida Pinto,Female,United Kingdom,producer
Chico & Rita,tt1235830,2010,Limara Meneses,Male,United Kingdom,singer
